3CE74519F0529BC236F00A672E84508C3F540E550072F31165C7B3CEBB60F68D,1024,40014,success,False
3E3CDEF43BF5DC97FAE44DB59892EDBB47248DEFEA66F6F4A69AFCCBAD17F62C,1024,17971,success,False
4FE4DA01C7F484F8080F5015E54A94D0DFBB90FD94CCB9C4C40FC65A565745C4,1024,14350,success,False
0F51818899E3204550427F15929F6F1137392F28E0255419DDB2D656E92CEEF4,1024,12068,success,False
3E1B9C71AD70E466FAFF2925BE34A384A5F0BD7119311B6487DAD1527AFF4E7A,6656,234806,success,False
5CB50FB966D7145EF686D8ADBEA1E3B17F7EA798E92B8591BEDE49100F62F329,1024,16742,success,False
4A9FDF4B487D893FD55BA8E5E6AA96F31119F24BA9B9E8B99CC11DB5FB7116BE,4096,40139,success,False
5CEEA1C1121010F938B0772D5034249F329925FDAD852B538F75B13A5461E419,1024,242611,success,False
1BDD3DE871C63498997210893CC39E8B6C33996A7F03667AE8D4E926549DB40B,1024,50382,success,False
1E6184FDA1893E193C224B15717EEFF1D9792E386DAB7D18ECE90EA1F760B070,1024,17817,success,False
1B310AE20D80E584B1F0A667020383D1ECC7B25DECAA8E8CA30D9AE6312EC655,1024,8985,success,False
0C04DFD1990D29C2D234015E37D2C0AFA3699BDB4E14F8BC392B7BEB65667AE6,4608,51018,success,False
02FB93907891A96948EA7413C0126526B2A5E06338CAF87FE42BFD8754C42A4E,4096,27035,success,False
4BDF501F090B59E7DEBF44281F89C126F830E18AA3517C862AA9A6610ED988EC,299520,76050,success,False
4FFE13ADE1213B803F431429577AD26871DC9419A9520E76227B62D77BD5EAF8,299520,75966,success,False
4A91C573831F243BCFAFBFA0E88C96EE3AD650FF0AE358A236FA9E7850FC2EC8,1024,297062,success,False
4BCA66F5196CBFB558B0D254F4E1711B92F4F1F48F1E44FD1A71F6AC0E383E2D,4096,154828,success,False
01EA53D27184363710DE25CC86AFE35E7C58FC86FD7124BA76F4078BAA52103C,1024,16742,success,False
2F4DC56F8CC5230C3934387907D70CD0360ACBADA3B84F568162A2D7D89D4324,1024,40860,success,False
3D7AF2374EBF17E87DBE92A0D29537EA9559CA512CF59F19C256858F9966D041,1024,38785,success,False
1E1458379E689395CB016616B26BB7013FB3954F6FC0015A5FF381B5F8B014B1,1024,123928,success,False
5E269C3C0171BED670334A719B8B1322E5766DFB9C3DAF18708537FC93F59F5B,1024,46081,success,False
0B3EF3ABB9C3551C23F1264E5D1B63FDA1DAAD6B0F44B511623F31781FD06101,4096,60823,success,False
0FD8260525A3B303B5BDF64C660D5AE40A984B811AE0D90F709547826E9CA95E,4096,54885,success,False
1DC949C2B78EDCB5278B3BA36A48C619C8668E2B08036317B90D7D33F1E061EC,1536,20505,success,False
0AC63C87DA8D8F7D3375132EC9EDE454086CBD6E0532B74A284070B53AA1577A,1024,38785,success,False
5ABAA049BC1B7C42A5F2923188913A8C9A674DF89D775660A3B673C9F684B045,1024,137275,success,False
2A676ADA6B1A0D3F92BB836BBC0D25FD5558176A22E5AAED82662AD484484482,1024,38785,success,False
0A8B926CA123F7606CD76F39F4F9DCDD1119F9F6BE0B19BCB0E65D50277D848A,1024,38785,success,False
4B6AEFCD5D091BACFA28C420A573A25732850B72185618555730F71534EDCD74,1024,16742,success,False
000F451860C5514E92B8495BB8B24616F22D3F160BF11F33EB559D6DCDDDB97B,1024,9359,success,False
2F54EFD7B2524C836FEC57DE2457C57D0D215F1C1E86D84E2317E44597B3564B,1024,15947,success,False
3BC66469F4AB75D4166EB3C5E3EB8E75A25C08008ACF19A9B768B06A09813533,1024,13566,success,False
1FA01446DFCEB1C22C948278F7BD0C4C1576855ABD851C46A5B0512CA8D212F1,1024,50382,success,False
4D8246CCF027CF1500DC00B9FD2A5CB03AB721282AB796BEC05F566D1FE3D75D,1024,26880,success,False
0F74B9918E861C6A2B9BA77C5B626405A84B4D014D5912E93FA73ED7816783FB,4096,81304,success,False
1F0DF0F337BFAF3A0EF78A21A5E828A0BC0DD8115F57E3B4CEB409119348C449,1024,38785,success,False
0DE86199E66603AD6D2C3FBF731F7358217753EC839AAEF6788B8A245AC6957F,1024,16742,success,False
