6C8461A0C64FDC29F3F087B31143FD32C7C62AAC5EF31B422F297FDA0B194F3B,270336,88241,success,False
7E020670869E3C687108D7CF87C3F4BBC6011C84191C5B92BFBA8648E3162D83,536576,101068,success,False
8D95F41FB0DE12E664C74B55F1E327426BB1E6B02725D0F7DC4220D80BDE88E8,179200,98029,success,False
8FD1AD23E8723A35393714C5CE67CD65B66DC667EF0285A4017EEE736EF90504,735744,284594,success,False
4362FC2BFE7E9386FD8D411681D5FFBB6EE33A1FA47EB04936C85856A9B6C40C,138752,248832,success,False
6BA15DA0DC78745901629F9C7F5A9843AD88EB5F32442110FDD8F5A7ECCFF58E,142336,192324,success,False
EC5004D9748E86DD9726D8BC5B381670D2025CDB63E0073D83729C3B0C1A9D02,13824,31000,success,False
B21E400A698334B6A5FE3BC915B331973EAFAA0FFFB8BBC4BBD8E21FB65FC513,1024,5680,success,False
59B5DC38083B3D55BED223E23B2A8D3B0B8236593B35BF37BF8598BF8DD322E6,47104,41766,success,False
9E68BF048E5ECA94784719EB4A04799F2990F5E55D06B05C8668EE33A870298B,53248,57256,success,False
620ECBAE3EEC2B0DD0EFB6FBBB7D05CCB57F0490F15C8A2F51C5DC4FB806A3EC,10752,22209,success,False
42A558DBC1254C2FF6B7DB62D4E8DE26EAD74E2E29DF1D58ECCC32A8C88AA4F6,76288,152702,success,False
ECE8E4957EA2513BD447261BC03339CAB2D2E5FE1E17F48DB42BAC02BDA46224,14848,70137,success,False
6EC1EC9E6F01AD868D191074050CD449B0AFB37294B03E8F744860B1EC9AEE16,14848,25662,success,False
33C2734E1A26860FC6CE645A2536B370331FDBA90B05B7CC383C0051C2BA7C85,44544,71308,success,False
F893B39F6E8E95D9488CF21F99CAC5E4914A45EB87A26CDEF42D6F7193A5128F,1024,5742,success,False
D46BC7FB259F48BE229E4A331FF055415BA5D1E537A5FF7E36A88FB668A91188,15872,24286,success,False
63563E52D5B3B010A6EAE3852483D52CA35BD5EA8ABE1828444AE20F1B12A40D,76288,153913,success,False
519789C5C396ECD75CCBED9A55CD32C2A4775809483DD0C261EF6253647AF75E,24576,10782,success,False
412AF0E51C1C059F496018B0AB97866B9686137FF6096357596D6B3F7635F94C,44544,71308,success,False
032B81A24D4FFA58DDF42EF1939C0D789EE006AD5C620673FBB012BEAC913E36,76288,154628,success,False
DB2FBC67F12C960C3F63B34A389C38AF2B26FFA09FDE10CF3E284072570B4A16,44544,71308,success,False
F34A964D4044BAE5957EA6282CBA5A4A1079EDE04EB5C9202FE982EF8D5DBA22,94208,359069,success,False
07630C0ED1287B2CB554E7E0B5B940F8BDBC8388A8C97BC482C51980F983AAE4,44544,71308,success,False
C7CD449B6E9C5BF745D8E67B633BC616DB5FF9B20FFD0A3016DA71C7498A12C5,44544,71308,success,False
855A6633B408CCA5435F7676E2DF11286D7B9747E3627729189558A2CFFE349F,712704,442368,success,False
83B60ADE3CDAE5CE16DAEBBD76244CFB25E3EBBBFD78125AD456321E27551A83,76288,150885,success,False
D1C2C5DB993B1262186CDCCC781337AD677F19B2B9E6C4739E9596379FE9868F,1024,5648,success,False
AEEA13E97436B03403DA16D2BB33810205030219D180B360663EB3196297FCE9,10240,24814,success,False
B26582B6CF27EBC685DF2345395EAF1A4C3D45EA109767AC149022736F9AA763,5632,32554,success,False
15E6ED081255D4879D2DD326D3D3F9BB8D80895933137974D6A3713E24FCFFC1,142336,185878,success,False
